offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
Juoa-Iz2VRV,sale,house,"okres Čadca",Olešná,Olešná,"1. Reality Rent, s.r.o.",Žilina
JuNQtFNCOxb,sale,house,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves","Direct Real, spol. s r.o.",Bratislava
JuEW0eTR9MG,rent,house,"okres Žilina",Žilina,"Staré mesto","RENOME REAL",Žilina
Ju7atSyCG1P,sale,house,"okres Žilina",Žilina,Bytčica,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuvIyu9zHe0,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Ju23oRXuRNw,sale,house,"okres Čadca",Čadca,Horelica,"HOLESTIAK.sk reality s.r.o.",Čadca
JudhN1eg-Z1,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"TUreality s.r.o.",Žilina
Ju9kLci6QHU,sale,house,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","TUreality s.r.o.",Žilina
JuUeAjh6h4i,sale,house,"okres Ružomberok",Ružomberok,Gejdák,"REALITY SPOLU",Bratislava
JuddrVo_6K8,sale,house,"okres Tvrdošín",Zábiedovo,Zábiedovo,"TUreality s.r.o.",Žilina
JuiyJgEkcp7,sale,house,"okres Dolný Kubín",Veličná,Veličná,NULL,NULL
JuP7ORLd_oZ,sale,house,"okres Žilina",Svederník,Svederník,"Realitné kancelárie SR",Bratislava
JubSXyHD9FS,sale,house,"okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
Ju2bFduldFu,sale,house,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
JueNBBfFeD4,sale,house,"okres Žilina",Varín,Varín,"TARGETreal s. r. o.",Žilina
Ju9gt_dtFmu,sale,house,"okres Martin","Turčiansky Peter","Turčiansky Peter","Piata Avenue",Žilina
JuCx5OqxogO,sale,house,"okres Žilina",Rajec,Rajec,"AnoReal, s.r.o.",Stráňavy
JugBNFAg1HA,sale,house,"okres Ružomberok",Ružomberok,Rybárpole,"NajBývanie, s.r.o.",Ružomberok
JuE1L7QIb5r,sale,house,"okres Martin",Martin,Priekopa,"Reality Simply",Martin
Ju0MsknUaYA,sale,house,"okres Žilina",Terchová,Terchová,"Realitná kancelária RED, s.r.o.",Žilina
Ju-iigXRX-E,sale,house,"okres Martin",Martin,Priekopa,"ROMDOM, s. r. o",Žilina
JuP-ssdj9MS,sale,house,"okres Čadca",Oščadnica,Oščadnica,NULL,NULL
Ju8trZQFbnP,sale,house,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Direct Real, spol. s r.o.",Bratislava
Ju2H7rNABro,sale,house,"okres Dolný Kubín","Dolný Kubín",Záskalie,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju1GDbbrB55,sale,house,"okres Čadca",Čadca,Podzávoz,"1. Reality Rent, s.r.o.",Žilina
JueseIeLY2v,sale,house,"okres Čadca","Stará Bystrica","Stará Bystrica","Realitné kancelárie SR",Bratislava
JuYd_ySpDkY,sale,house,"okres Martin",Martin,Priekopa,NULL,NULL
JuaMaWInHEa,sale,house,"okres Žilina","Dolný Hričov","Dolný Hričov","DreamReality s.r.o.",Žilina
JujFiU7wF23,sale,house,"okres Bytča",Bytča,"Bytča - sever","RIEŠIME BÝVANIE",Bratislava
Jun5lwMOykP,sale,house,"okres Dolný Kubín",Istebné,Istebné,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuxEotSi75n,sale,house,"okres Čadca",Makov,Makov,"Ing. Marcela Pišteková",Turzovka
JugeXc96z-v,sale,house,"okres Dolný Kubín","Dolný Kubín",Mokraď,NULL,NULL
Ju5GSMP-mjz,sale,house,"okres Čadca",Čadca,Horelica,"HOLESTIAK.sk reality s.r.o.",Čadca
JujtVzSs6Xp,sale,house,"okres Martin",Necpaly,Necpaly,"RIEŠIME BÝVANIE",Bratislava
JuHDbG3yLMb,sale,house,"okres Liptovský Mikuláš",Pribylina,Pribylina,"NajBývanie, s.r.o.",Ružomberok
Jug4SIOybnO,sale,house,"okres Martin",Martin,Stred,"Reality Alpia",Martin
Ju1tsUeFhRS,sale,house,"okres Žilina",Rosina,Rosina,"TUreality s.r.o.",Žilina
Juws22--sLM,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","GERT , s.r.o.","Liptovský Mikuláš"
Ju3gJr9Nl-f,sale,house,"okres Martin",Necpaly,Necpaly,"RES GROUP, s.r.o.",Žilina
JuiKlGUbKmU,sale,house,"okres Tvrdošín",Vitanová,Vitanová,"OREA, s.r.o.","Dolný Kubín"
JuvemPDdxob,sale,house,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota","ŽILINAREAL, s.r.o.",Žilina
Juv-ZyHYN0s,sale,house,"okres Žilina",Hôrky,Hôrky,"TOCA, s.r.o. Realitná činnosť",Bytča
Ju9NWPjsyPl,sale,house,"okres Čadca",Zákopčie,Zákopčie,"HOLESTIAK.sk reality s.r.o.",Čadca
JuFzDxVJ2q6,sale,house,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","Romantické Chalupy, s.r.o.",Bratislava
JumvGr4WHDN,sale,house,"okres Žilina",Gbeľany,Gbeľany,"MGM reality",Žilina
JumL89VNCQA,sale,house,"okres Ružomberok",Ružomberok,"Staré mesto","NajBývanie, s.r.o.",Ružomberok
Juxt1OSVKJl,sale,house,"okres Žilina",Žilina,Závodie,"Realitné kancelárie SR",Bratislava
JuE93RTyEY1k,sale,house,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","Romantické Chalupy, s.r.o.",Bratislava
JuKa1Trlsqb,sale,house,"okres Žilina","Dlhé Pole","Dlhé Pole","RENOME REAL",Žilina
JuO1xdQLtDm,sale,house,"okres Čadca",Čadca,Horelica,"SLNOVRAT, s.r.o.",Olešná
JuatbTPjpIq,sale,house,"okres Čadca","Krásno nad Kysucou",Blažkov,"Piata Avenue",Žilina
JucPea4Ivtx,sale,house,"okres Žilina",Žilina,Brodno,"Realitná kancelária RED, s.r.o.",Žilina
JufqC5RH_Te,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Ing.Zuzana Paverová","Turčianske Teplice"
JuFqa8ebzxy,sale,house,"okres Žilina",Terchová,Terchová,"Georgi Conev",Žilina
Ju9Mn4e894N,sale,house,"okres Žilina",Ďurčiná,Ďurčiná,NULL,NULL
JuWeOewD3Gg,sale,house,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"FatraReal s. r. o.",Ružomberok
JuuJvOruCyE,sale,house,"okres Martin",Martin,Sever,"Buby reality, s.r.o.",Žilina
Ju1Fv2ySoaS,sale,house,"okres Martin",Príbovce,Príbovce,"Realitná kancelária Kľúč",Trnava
JuFC-aJuKRa,sale,house,"okres Žilina","Malá Čierna","Malá Čierna","Reality Alpia",Martin
JuM2ROndAws,sale,house,"okres Martin",Martin,Priekopa,"Piata Avenue",Žilina
JuSs3N5i3rL,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Benice,"TUreality s.r.o.",Žilina
JuKx19d2RCd,sale,house,"okres Martin",Martin,Jahodníky,"Reality ASTORIA, s.r.o.",Martin
JuY-SPBwd8P,sale,house,"okres Liptovský Mikuláš",Smrečany,Smrečany,mojaRK,Bratislava
JuLWBKzZeJE,sale,house,"okres Martin",Necpaly,Necpaly,"Reality MT s.r.o.",Martin
JuD8rezKquD,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"AstonReal s.r.o.","Banská Bystrica"
Ju6NukP0wBz,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","REALITY SPOLU",Bratislava
JubU0eKdiVr,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Jupwy58HyS3,sale,house,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany","HD reality group s.r.o","Banská Bystrica"
JuIbHiaSfl0,rent,house,"okres Bytča",Bytča,"Veľká Bytča",NULL,NULL
Ju-h4ZgFDNR,sale,house,"okres Liptovský Mikuláš",Hybe,Hybe,"U9, a.s.",Bratislava
Jux_9WVvE-Q,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Romantické Chalupy, s.r.o.",Bratislava
JupBKdvb5-A,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","TUreality s.r.o.",Žilina
JuCoSlVNCl5,sale,house,"okres Žilina",Strečno,Strečno,"Realitná kancelária",Bratislava
JugvlRDwxML,sale,house,"okres Žilina",Lietava,Lietava,"Real Estate Group4U","Považská Bystrica"
JuqOiX2gk_s,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","Realitné kancelárie SR",Bratislava
JusOQ86lFSqV,sale,house,"okres Žilina",Žilina,"Považský Chlmec","Realitná kancelária",Bratislava
JuDOSPT3oT9,sale,house,"okres Žilina",Hôrky,Hôrky,"Piata Avenue",Žilina
JuoQ_50mfjv,sale,house,"okres Žilina",Stránske,Stránske,"Safe reality s. r. o.",Žilina
JuOCwLlVc6x,sale,house,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec",NULL,NULL
JuHnEHB35K0,sale,house,"okres Žilina",Terchová,Terchová,"HALO reality, s.r.o.",Prievidza
JuiW01vp_No,sale,house,"okres Čadca",Čadca,Čadečka,"MENÍME BÝVANIE",Čadca
JugGPssQETW,sale,house,"okres Dolný Kubín",Zázrivá,Zázrivá,"Reality Alpia",Martin
JuVBGZswzO8,sale,house,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Reality Alpia",Martin
Ju6igj_0jNC,sale,house,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok","RK Dalmia s. r. o.","Dolný Kubín"
Jun0rUiHHId,sale,house,"okres Martin","Turčiansky Peter","Turčiansky Peter","ALT REAL, s.r.o.",Martin
JubExmFeQF5H,sale,house,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","Direct Real, spol. s r.o.",Bratislava
JuRC_sngF0m,sale,house,"okres Žilina",Terchová,Terchová,"1. Reality Rent, s.r.o.",Žilina
JumabMEntjy,sale,house,"okres Kysucké Nové Mesto",Povina,Povina,"Nové bývanie",Nitra
Jupi9oHSOxK,sale,house,"okres Turčianske Teplice",Háj,Háj,"Reality férovo, s. r. o.",Šaľa
JuhlHrJa9hV,sale,house,"okres Martin",Martin,Stráne,"ALT REAL, s.r.o.",Martin
Jufj_0Gj-0k,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"OVERENÉ REALITY","Banská Bystrica"
JuqStupTj78,sale,house,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Juk3KAL7-tq,sale,house,"okres Martin",Podhradie,Podhradie,"Realitná kancelária DR, s.r.o.",Martin
JudpEUux9d7,sale,house,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",Limaxreal,"Liptovský Mikuláš"
Ju3LCu23qXh,sale,house,"okres Ružomberok",Ružomberok,"Staré mesto","NajBývanie, s.r.o.",Ružomberok
JutKedpOXQk,sale,house,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča",NULL,NULL
Juwr4hT_Hw4,sale,house,"okres Martin",Martin,Priekopa,"Reality AK, spol. s r.o.",Martin
JuLejb12kjD,sale,house,"okres Kysucké Nové Mesto",Povina,Povina,"Pro Real, s. r. o. realitná kancelária",Žilina
JuGgpJ73Uj2,sale,house,"okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
JuT41GyTcye,sale,house,"okres Čadca",Makov,Makov,NULL,NULL
Ju3CARY9OXA,sale,house,"okres Čadca",Čadca,Centrum,"HOLESTIAK.sk reality s.r.o.",Čadca
JujozXo5nt1,sale,house,"okres Turčianske Teplice",Dubové,Dubové,"RES GROUP, s.r.o.",Žilina
JuuOm3BAvYEs,sale,house,"okres Martin",NULL,NULL,"1. Reality Rent, s.r.o.",Žilina
JuiyrWA4fnU,sale,house,"okres Čadca",Turzovka,Závodie,"B10 Slovensko, a. s.",Žilina
JuT3DyFpT5w,sale,house,"okres Liptovský Mikuláš",Hybe,Hybe,"Direct Real, spol. s r.o.",Bratislava
JuwmzGWznze,sale,house,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"HALO reality, s.r.o.",Prievidza
JuZLXRA74dF,sale,house,"okres Martin",Ležiachov,Ležiachov,"B10 Slovensko, a. s.",Žilina
JuuVW7D3CC4,rent,house,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","AstonReal s.r.o.","Banská Bystrica"
JuEHT7VVEBz,sale,house,"okres Žilina",Varín,Varín,"Nové bývanie",Nitra
Ju9dPAZvZDN,sale,house,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka",NULL,NULL
JucFteCcorV,sale,house,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JutrNWqo1mF,sale,house,"okres Martin",Žabokreky,Žabokreky,"Real Reality Development s.r.o.",Martin
JuINrC73hf2,sale,house,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitné kancelárie SR",Bratislava
Ju91riyeIY0,sale,house,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuJVlSLNzUp,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","TARGETreal s. r. o.",Žilina
Jugx_wMlZ3E,sale,house,"okres Kysucké Nové Mesto",Rudinská,Rudinská,"Vianema s.r.o.",Bratislava
JuDis4x18zz,sale,house,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"PT-com s. r. o.","Banská Bystrica"
JuDZksNmp-x,sale,house,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá","OVERENÉ REALITY","Banská Bystrica"
Ju-NcnxkRbA,sale,house,"okres Ružomberok",Stankovany,Stankovany,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuT8DWNBWjF,sale,house,"okres Žilina",Žilina,"Malá Praha","ŽILINAREAL, s.r.o.",Žilina
JuGbXL5nuWt,sale,house,"okres Čadca",Oščadnica,Oščadnica,"VAŠE REALITY s.r.o.",Trenčín
JuCQvl5wSHc,sale,house,"okres Čadca",Korňa,Korňa,"Ing. Marcela Pišteková",Turzovka
JuMul7PwvM2d,sale,house,"okres Žilina",Višňové,Višňové,"Realitná kancelária RED, s.r.o.",Žilina
Ju8Q97pjRsq,sale,house,"okres Ružomberok",Ivachnová,Ivachnová,"OVERENÉ REALITY","Banská Bystrica"
Ju2NkOjuxZI,sale,house,"okres Žilina","Rajecké Teplice","Rajecké Teplice","MGM reality",Žilina
JuIaBwHCjWo,sale,house,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín","Realitná kancelária",Bratislava
JuJ5uCQt9op,sale,house,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",Bratislava
JuXSgDSAhl3,sale,house,"okres Žilina",Terchová,Terchová,"Pegas real s.r.o.",Bratislava
JuI7pHVr8cE,sale,house,"okres Bytča",Jablonové,Jablonové,"Realitná kancelária",Bratislava
JuCwuVypfFN,sale,house,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitná kancelária RED, s.r.o.",Žilina
Ju8E81QIHh9,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","Realitné kancelárie SR",Bratislava
JurLHZvtaEy,sale,house,"okres Martin",Martin,Stred,"AstonReal s.r.o.","Banská Bystrica"
JuhczzRboRF,sale,house,"okres Žilina",Žilina,Závodie,NULL,NULL
Juxivp9KfQ0,sale,house,"okres Žilina",Rosina,Rosina,"IDEÁLNE BÝVANIE, s.r.o.",Žilina
Jud93oHCOHE,sale,house,"okres Martin",Bystrička,Bystrička,"Reality Alpia",Martin
JuJsyjovPfc,sale,house,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","HOLESTIAK.sk reality s.r.o.",Čadca
JuOaEJ-u0ZG,sale,house,"okres Čadca",Svrčinovec,Svrčinovec,"1. Reality Rent, s.r.o.",Žilina
Ju02FWXcSxg,sale,house,"okres Turčianske Teplice",Mošovce,Mošovce,"ALT REAL, s.r.o.",Martin
JuNBS73Ff1Z,sale,house,"okres Martin",Turany,Turany,"Reality ASTORIA, s.r.o.",Martin
Juet0DuhtSi,sale,house,"okres Liptovský Mikuláš",Prosiek,Prosiek,liptoreal,"Liptovský Mikuláš"
JutC2YgCUCh,sale,house,"okres Martin",Bystrička,Bystrička,"MAX PROFI REALITY",Martin
JuxTlJngqfx,sale,house,"okres Žilina",Hôrky,Hôrky,"Realitná kancelária RED, s.r.o.",Žilina
JuTG5fkPlv9,sale,house,"okres Turčianske Teplice",Abramová,Abramová,"B10 Slovensko, a. s.",Žilina
JuzPTiI9dEx,sale,house,"okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
JunogbuFikZ,sale,house,"okres Ružomberok",Stankovany,Stankovany,"OVERENÉ REALITY","Banská Bystrica"
JuQYvnGYftR,sale,house,"okres Martin",Martin,Stráne,"TUreality s.r.o.",Žilina
JuE2xdPeLMB,sale,house,"okres Žilina",Žilina,Budatín,"Realitné kancelárie SR",Bratislava
JuQBGbl9GCs,sale,house,"okres Bytča",Kolárovice,Kolárovice,"1. Reality Rent, s.r.o.",Žilina
JuuYuhMI403,sale,house,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"HALO reality, s.r.o.",Prievidza
Ju_uHTH2LKy,sale,house,"okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
JucgDISpkFu,sale,house,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","NajBývanie, s.r.o.",Ružomberok
Juf5RoOgfBW,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuZFa40Foop,sale,house,"okres Kysucké Nové Mesto",NULL,NULL,"ROSA reality","Kysucké Nové Mesto"
JuJib1snd7W,sale,house,"okres Žilina",Žilina,Bytčica,"Realitné kancelárie SR",Bratislava
Juako0agoSO,sale,house,"okres Žilina",Stránske,Stránske,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuoV-wTSH0S,sale,house,"okres Žilina",Rosina,Rosina,"RES GROUP, s.r.o.",Žilina
Jubj0GQo0yb,sale,house,"okres Čadca",Zákopčie,Zákopčie,"RK Finanz Real, s.r.o.",Trnava
JuCh945YdSl,sale,house,"okres Námestovo",Námestovo,"Slanická Osada","BeMi realitná kancelária",Nitra
JuDwCbbbd6Z,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"Realitné kancelárie SR",Bratislava
Juv33DUvv0m,sale,house,"okres Žilina",Žilina,Závodie,"Realitná kancelária RED, s.r.o.",Žilina
JuP5LbmRSZ8,sale,house,"okres Turčianske Teplice",Kaľamenová,Kaľamenová,"REALITY SPOLU",Bratislava
JufilbyD1c1,sale,house,"okres Ružomberok",Ružomberok,"Biely Potok","Romantické Chalupy, s.r.o.",Bratislava
JutjBXS2rky,sale,house,"okres Žilina",Žilina,Trnové,NULL,NULL
Juii36MitpD,sale,house,"okres Námestovo",Ťapešovo,Ťapešovo,"Direct Real, spol. s r.o.",Bratislava
JutiSbVRe_4,sale,house,"okres Žilina",Žilina,Bôrik,"TUreality s.r.o.",Žilina
JuNs-c1_Jug,sale,house,"okres Čadca",Staškov,Staškov,"PROFI INVEST družstvo",Košice
JuQ8RNQVTuL,sale,house,"okres Čadca",Čadca,Čadečka,"BeMi realitná kancelária",Nitra
JunPSVDxWEH,sale,house,"okres Martin",Martin,"Kolónia Hviezda","Reality Alpia",Martin
Jut7J495GN0,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"LICITOR group, a.s.",Žilina
Jujj9R6pdLi,sale,house,"okres Žilina",Konská,Konská,"Reality IQ, s.r.o.",Žilina
JuCuq9xsJt1,sale,house,"okres Žilina",Rosina,Rosina,NULL,NULL
JuX1WyelwxA,sale,house,"okres Žilina","Malá Čierna","Malá Čierna","Reality Alpia",Martin
JuuA60psrH_,sale,house,"okres Turčianske Teplice",Dubové,Dubové,"Realitné kancelárie SR",Bratislava
JuiwpIv6ZO8n,sale,house,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Realitné kancelárie SR",Bratislava
JuzAGRifcCv,sale,house,"okres Čadca","Krásno nad Kysucou",Stred,"GAMA Reality, s.r.o.",Bytča
JuWLq7Wh8lf,sale,house,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality AK, spol. s r.o.",Martin
Ju9fCSXKuI8,sale,house,"okres Liptovský Mikuláš",Važec,Važec,"HALO reality, s.r.o.",Prievidza
JuVnevlBgml,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Stred,NULL,NULL
JuzfaiaPF1e,sale,house,"okres Martin",Martin,Jahodníky,"DOBRÉ REALITY s.r.o.",Prievidza
Ju_jNWgq4Ah,sale,house,"okres Liptovský Mikuláš","Kráľova Lehota","Kráľova Lehota","RIEŠIME BÝVANIE",Bratislava
JuWqGCp2oW6,sale,house,"okres Čadca",Svrčinovec,Svrčinovec,"HOLESTIAK.sk reality s.r.o.",Čadca
JukqbzsVg5j,sale,house,"okres Martin",Belá-Dulice,Belá-Dulice,"Reality Center, s.r.o.",Martin
Ju7p-ibu19t,sale,house,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","RIEŠIME BÝVANIE",Bratislava
JuhM9MWOU0h,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Nové bývanie",Nitra
JuHbG5bC-AQ,sale,house,"okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JuMpX9TQAHl,sale,house,"okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
Ju2L-GyOw3O,sale,house,"okres Žilina",Strečno,Strečno,"Direct Real, spol. s r.o.",Bratislava
JuTNxy0mSKf,sale,house,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Juwnal8LZ_c,sale,house,"okres Žilina",Žilina,"Žilinská Lehota","DRR INVEST, s. r. o.","Horný Hričov"
JukKOW5g8ic,sale,house,"okres Ružomberok",Kalameny,Kalameny,"NajBývanie, s.r.o.",Ružomberok
JufvMyqhmxo,sale,house,"okres Martin",Vrícko,Vrícko,"Reality Alpia",Martin
JufcWIOgVI-,sale,house,"okres Žilina",Žilina,Strážov,"RS Mansory s.r.o.",Bratislava
JuUuFP8LBad,sale,house,"okres Dolný Kubín",Malatiná,Malatiná,"RK Dalmia s. r. o.","Dolný Kubín"
JuGlgzti-Xv,sale,house,"okres Čadca",Staškov,Staškov,"Trioreality, s.r.o.",Čadca
Ju-fppxOVlc,sale,house,"okres Čadca",Zákopčie,Zákopčie,"Direct Real, spol. s r.o.",Bratislava
JuLLKbrzsGT,sale,house,"okres Žilina",Žilina,Budatín,"Allrisk Slovakia Reality & Financie, s.r.o.",Bratislava
JuHzzpFEcq7,sale,house,"okres Žilina",Terchová,Terchová,"Briliant Reality, s.r.o.",Senec
JuMN3BXlr1V,sale,house,"okres Čadca",Klokočov,Klokočov,"BeMi realitná kancelária",Nitra
JuZv0Yfgbp2,sale,house,"okres Martin",Belá-Dulice,Belá-Dulice,"Realitné kancelárie SR",Bratislava
JuAHn1RYaaM,sale,house,"okres Čadca",Korňa,Korňa,"SLNOVRAT, s.r.o.",Olešná
Jub_f4tKd7Q,sale,house,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec","ROMDOM, s. r. o",Žilina
JuUyDXLqSR7,sale,house,"okres Tvrdošín",Nižná,Nižná,"RK Dalmia s. r. o.","Dolný Kubín"
Ju9mMuon122,sale,house,"okres Kysucké Nové Mesto",Ochodnica,Ochodnica,"Realitné kancelárie SR",Bratislava
JuxqHjwv5kQ,sale,house,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality ASTORIA, s.r.o.",Martin
JuNBVjN_DWw_,sale,house,"okres Žilina",Rajec,Rajec,"Real Estate Group4U","Považská Bystrica"
JukjLL6Pznq,sale,house,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","1. Reality Rent, s.r.o.",Žilina
JuEdQgaYA3w,sale,house,"okres Martin",Príbovce,Príbovce,"Reality BL, s.r.o.","Kysucké Nové Mesto"
JucVvBL8mQZ,sale,house,"okres Žilina",Brezany,Brezany,"ŽILINAREAL, s.r.o.",Žilina
Juzanri8hki,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JubVEhZEHQu,sale,house,"okres Martin",Martin,Priekopa,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuNKxzZQlzf,sale,house,"okres Žilina",Višňové,Višňové,"Ing. Gerlinda Bérešová - Esti",Žilina
JuLre6AewXY,sale,house,"okres Ružomberok",Ivachnová,Ivachnová,"Romantické Chalupy, s.r.o.",Bratislava
JuJF0aEq48e,sale,house,"okres Žilina",Hôrky,Hôrky,"Safe reality s. r. o.",Žilina
JuepuA7Tiw0,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuHgJ7Vnt5C,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","Romantické Chalupy, s.r.o.",Bratislava
Ju2bCMkIGvc,sale,house,"okres Bytča",Štiavnik,Štiavnik,"Romantické Chalupy, s.r.o.",Bratislava
JuHinPus21r,sale,house,"okres Ružomberok",Lisková,Lisková,"RK Dalmia s. r. o.","Dolný Kubín"
Ju3sdsvW1qf,sale,house,"okres Ružomberok",Ružomberok,"Staré mesto","bezmaklérov, s.r.o.",Žilina
JuyMjKXoFpJ,sale,house,"okres Žilina",Žilina,Bytčica,NULL,NULL
Ju-HjJmEJ0m,sale,house,"okres Turčianske Teplice",Čremošné,Čremošné,"Reality ASTORIA, s.r.o.",Martin
JuS7vOeFGIN,sale,house,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","Nové bývanie",Nitra
JujgFHysqby,sale,house,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","AstonReal s.r.o.","Banská Bystrica"
Juec3rJbHzE,sale,house,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","HALO reality, s.r.o.",Prievidza
JuVTTY5wrme,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"Reality MT s.r.o.",Martin
Ju-Gmi7_Mm7,sale,house,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou","Realitná kancelária",Bratislava
JuDuqsttF6H,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Ju002dUmryq,rent,house,"okres Žilina",Žilina,"Staré mesto","Buby reality, s.r.o.",Žilina
JufEAKik-mc,sale,house,"okres Martin",Podhradie,Podhradie,"B10 Slovensko, a. s.",Žilina
Ju8UQkGga6F,sale,house,"okres Ružomberok",Lisková,Lisková,"RK VILLEA, s. r. o.","Dolný Kubín"
JuMmB0vZcwg,sale,house,"okres Žilina",Žilina,Bôrik,"Realitná kancelária RED, s.r.o.",Žilina
Juu4bOArZvB,sale,house,"okres Ružomberok",Lúčky,Lúčky,"Romantické Chalupy, s.r.o.",Bratislava
JuG-JRPmhAG,sale,house,"okres Žilina",NULL,NULL,"Realitná kancelária DOM",Žilina
